Header Definitions at https://dwc.tdwg.org/terms/                                                             Occurence Based Data												Record Level Data			Event Data	Taxonomic Data																Location-Based Data											Geological Context																	
dwc:recordNumber	dwc:occurrenceID	dwc:scientificName	dwc:recordedBy	dwc:institutionID	dwc:institutionCode	dwc:collectionID	dwc:collectionCode	dwc:collectionNumber	dwc:otherCatalogNumbers	dwc:occurrence_remarks	dwc:associatedMedia	dc:type	dwc:basisOfRecord	dwc: dynamicProperties	dwc:eventDate	dwc:taxonID	dwc:verbatimIdentification	dwc:acceptedNameUsage	dwc:speciesName	dwc:kingdom	dwc:phylum	dwc:class	dwc:order	dwc:family	dwc:genus	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:scientificNameAuthorship	dwc:identificationQualifier	dwc:vernacularName	dwc:identifiedBy	dwc:locality	dwc:decimalLatitude	dwc:decimalLongitude	dwc:country	dwc:stateProvince	dwc:county	dwc:habitat	dwc:minimumElevationInMeters	dwc:maximumElevationInMeters	dwc:coordinateUncertaintyInMeters	dwc:georeferenceRemarks	dwc:geologicalContextID	dwc:earliestEonOrLowestEonothem	dwc:latestEonOrHighestEonothem	dwc:earliestEraOrLowestErathem	dwc:latestEraOrHighestErathem	dwc:earliestPeriodOrLowestSystem	dwc:latestPeriodOrHighestSystem	dwc:earliestEpochOrLowestSeries	dwc:latestEpochOrHighestSeries	dwc:earliestAgeOrLowestStage	dwc:earliestAgeOrLowestStage	dwc:lowestBiostratigraphicZone	dwc:highestBiostratigraphicZone	dwc:lithostratigraphicTerms	dwc:group	dwc:formation	dwc:member	dwc:bed
TLM-0333755	E3CA8C77-00CE-45A8-A20E-7035635BBAFA	Ena montana (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck-Mühlau, Finkenbergweg [Lat: 47.28681289 x Long: 11.42202616]																												
TLM-0534048	30D1EC1B-847C-4912-AE11-BDA727B21B76	Ena montana (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Göfis, Steinwald [Lat: 47.23192894 x Long: 9.61174697]																												
TLM-0187503	53614E4F-B8F0-4AB2-995D-CE767966EF0A	Ena montana (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Trins, Gschnitztal [Lat: 47.0840626 x Long: 11.41811013]																												
TLM-0606747	FCFC838B-1EFD-4BAB-9BC9-E99C3614696D	Ena montana (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kundler Klamm [Lat: 47.45664423 x Long: 11.99074298]																												
TLM-0554457	8FC40C6B-90C1-4E9C-9FAA-36FEAD652879	Ena montana (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck-Wilten, Aufgang zum Gasthaus Bierstindl [Lat: 47.25182844 x Long: 11.40116394]																												
TLM-0914449	63EB0FD0-B066-4BD2-AD82-7BE2AC8B1644	Ena montana (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Matrei i.O., NO Ende [Lat: 47.00047301 x Long: 12.54170895]																												
TLM-0741449	DA6982D0-EC6E-432F-A179-1958ABB11CEC	Ena montana (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Lienzer Dolomiten, Instein-Alm [Lat: 46.78047135 x Long: 12.7893862]																												
TLM-0073082	3218310C-2C36-43C5-B5BE-A4D809B05CD6	Ena montana (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Matrei i.O., Prosseggklamm [Lat: 47.02158199 x Long: 12.52842128]																												
TLM-0716460	2A5FFA1B-C69D-4612-BD20-A33DCEF2FCCE	Ena montana (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Virgental, Obermauern, Burg [Lat: 47.00739077 x Long: 12.4399808]																												
TLM-0089905	9F2874CE-D9B0-4895-BD1D-A11003AC305D	Ena montana (Draparnaud, 1801)	Stummer A. & B.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Bad Eisenkappel [Lat: 46.48644127 x Long: 14.59319651]																												
TLM-0113542	8B551DAC-B71C-4C8D-B311-49112AE2DFA2	Ena montana (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Oberpeischlach [Lat: 46.9354074 x Long: 12.59492666]																												
TLM-0661550	84397F2A-F532-4979-BFF3-E365B7265C79	Ena montana (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nörsach [Lat: 46.77220968 x Long: 12.92019546]																												
TLM-0749066	438D1644-EB2C-4A55-9D4B-944E8FAF3768	Ena montana (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Sillschlucht, b. Innsbruck, rechtes Ufer [Lat: 47.24524102 x Long: 11.39628232]																												
TLM-0699377	7AD9957C-B527-4B1A-82E8-5B5E5E9811FF	Ena montana (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Schloss Weiherburg, Ainet 142 [Lat: 46.87690755 x Long: 12.67571211]																												
TLM-0714419	F0C5C926-8CE4-4BB3-A448-A625AB592B01	Jaminia quadridens (O.F. Müller, 1774)	Wiedemayr L.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Vils [Lat: 47.54989497 x Long: 10.63094348]																												
TLM-0299449	B8D2EFA0-ABCD-42B8-8DB3-CDE9DDCA63E2	Jaminia quadridens (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Hochfinstermünz [Lat: 46.93014715 x Long: 10.52865475]																												
TLM-0860643	14776123-6E7E-49CD-BD82-B2B8B05E86AB	Jaminia quadridens (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Stams - Locherboden [Lat: 47.28297741 x Long: 10.96308947]																												
TLM-0533541	0D30C0CA-B400-4475-87C5-3D9EDA6A476A	Jaminia quadridens (O.F. Müller, 1774)	Pater Julius		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nordtirol [Lat: 47.26274741 x Long: 11.40081525]																												
TLM-0571711	7422AB1D-B74A-4A74-81A5-6935B939A90A	Jaminia quadridens (O.F. Müller, 1774)	Wiedemayr L.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Prutz [Lat: 47.07670542 x Long: 10.66361815]																												
TLM-0076889	555CDD12-DF63-484C-8F75-95164EE3034F	Jaminia quadridens (O.F. Müller, 1774)	Stummer A. & B.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nauders N, unterhalb Ortschaft nach Brücke über Stillebach [Lat: 46.89684836 x Long: 10.49379677]																												
TLM-0545732	26587009-4B21-4287-B11E-532ACB098CC3	Merdigera obscura (O.F. Müller, 1774)	Wiedemayr L.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Matrei am Brenner NE, Ellbögen [Lat: 47.16474941 x Long: 11.45030469]																												
TLM-0292178	F1C1480F-44CE-4A0D-B811-9E2C08EF8A80	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Bludenz, Schloss Gayenhofen [Lat: 47.15747999 x Long: 9.8197791]																												
TLM-0133705	86C18B29-2662-4C13-8A81-0D3B89B53DEF	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Bludenz, Hintere Ebene [Lat: 47.1590999 x Long: 9.8290622]																												
TLM-0448982	CDA3E31C-8FF5-46F4-8DEE-5456420A8EA0	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Hohenems, Ruine Alt-Ems [Lat: 47.36351851 x Long: 9.69589323]																												
TLM-0682306	FE26BBED-003B-45E4-B46D-8B3066DFC922	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Klaus-Tschütsch [Lat: 47.30926704 x Long: 9.64714676]																												
TLM-0543539	D18E23A3-F4D8-4425-A480-5F28EF32815A	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Grins [Lat: 47.14091672 x Long: 10.5131194]																												
TLM-0953274	2618731B-8F38-41A1-92E7-5DCDFD142525	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Landeck, Schloss Landeck [Lat: 47.13540665 x Long: 10.5686304]																												
TLM-0049859	9D48BC2C-8696-400A-8CE7-6949121D46DD	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Eigenhofen, Gem. Zirl [Lat: 47.2812852 x Long: 11.20484233]																												
TLM-0956710	11F05262-0B23-4A57-9C36-A9ACB266E4D1	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nikolsdorf [Lat: 46.78549356 x Long: 12.90548623]																												
TLM-0839727	47874744-8B84-4584-9BFF-01DE3F6295FF	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck-Mühlau, Rosnerweg, oberhalb Mühlauer Klamm [Lat: 47.2962039 x Long: 11.41403854]																												
TLM-0602826	822C68B7-B1AB-42AD-92D0-0B5F29B9C5C1	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck, Schlosspark Ambras [Lat: 47.25629606 x Long: 11.43372595]																												
TLM-0237109	959D735F-B67A-4527-8A3D-BF9992FD8456	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nikolsdorf [Lat: 46.78549356 x Long: 12.90548623]																												
TLM-0042054	55A9E2F9-8422-4A8F-A2AF-9DC2CE0A6D1C	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck, Schlosspark Ambras [Lat: 47.25629606 x Long: 11.43372595]																												
TLM-0219258	40031045-AE99-463E-9F09-8954E15615CB	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Eigenhofen, Gem. Zirl [Lat: 47.2812852 x Long: 11.20484233]																												
TLM-0780452	2E13A1E5-71CF-4D2E-95C5-65A115263BC5	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nikolsdorf [Lat: 46.78549356 x Long: 12.90548623]																												
TLM-0189071	4BD463AA-D894-4F64-940B-4F3E162B9283	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Hatting - Leiblfing [Lat: 47.28363609 x Long: 11.1694935]																												
TLM-0414147	372FF481-433C-4D33-B740-81B2F8F5DBE5	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Arzl, Innsbruck [Lat: 47.28019706 x Long: 11.43674612]																												
TLM-0969293	7DC008F1-8B61-4A05-B1CD-65158CA3191B	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck-Mühlau, Mühlauer Klamm [Lat: 47.2962039 x Long: 11.41403854]																												
TLM-0508704	39EC70CD-02EB-42BF-A9FC-9B472C254783	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Zirl, Ehnbachklamm [Lat: 47.27862123 x Long: 11.2572661]																												
TLM-0596616	7CE7A353-C947-4273-82AB-A463A6DECD37	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Zirl N, Weg Zur Schönen Aussicht [Lat: 47.27730375 x Long: 11.24474287]																												
TLM-0427047	159F1DF0-EE37-471A-AB28-5AA8A1FFB782	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck-Wilten, Bergisel-Aufstieg [Lat: 47.25118394 x Long: 11.40069187]																												
TLM-0243698	A7AD1E99-EB0C-438B-8C42-933543EC46A7	Merdigera obscura (O.F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Arzl, Innsbruck [Lat: 47.28019706 x Long: 11.43674612]																												
TLM-0645278	EB111D5C-7334-4495-BE5D-74B7F979654C	Merdigera obscura (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Fiecht, NW Schwaz [Lat: 47.35494624 x Long: 11.69553369]																												
TLM-0246168	F18B7C0C-EF17-408D-A605-FDB44D639239	Merdigera obscura (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Matrei i.O., Prosseggklamm [Lat: 47.02158199 x Long: 12.52842128]																												
TLM-0711582	44AE4612-7F23-4BC5-BC3D-45B69E631D69	Merdigera obscura (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Lavant [Lat: 46.79651566 x Long: 12.84205198]																												
TLM-0433161	C52F49AB-0D26-42C3-8764-05279EA87994	Merdigera obscura (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Lermoos, Duftalm [Lat: 47.41590656 x Long: 10.88359684]																												
TLM-0876519	1450D31C-4F7D-4FD5-BAF5-0FB749307D32	Merdigera obscura (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nörsach [Lat: 46.77220968 x Long: 12.92019546]																												
TLM-0505860	58EB6994-B1C2-4988-9978-7AE63FCDAABF	Merdigera obscura (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Stanser Joch, Mittelleger [Lat: 47.39952568 x Long: 11.69926733]																												
TLM-0846333	59FE6048-5109-4D03-8B83-C957B729C7FB	Chondrula tridens tridens (O. F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Vomperberg b. Schwaz [Lat: 47.3501126 x Long: 11.67569071]																												
TLM-0989866	B409C50B-B1B5-4E30-B58B-5BF5DF223C85	Chondrula tridens tridens (O. F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Burgenland Oberer Sinkersee, Nordufer [Lat: 47.81708107 x Long: 16.79713011]																												
TLM-0441943	DBEEDD30-96E7-479F-8B57-B54C816F2252	Chondrula tridens tridens (O. F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Leisach [Lat: 46.81005423 x Long: 12.74919927]																												
TLM-0230682	767A0202-8FB5-4003-9E5E-ED2E4455175D	Chondrula tridens tridens (O. F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Lienz W, Schloss Bruck, SW Seite [Lat: 46.8317705 x Long: 12.7489686]																												
TLM-0069267	39399E5C-7A4F-4CC9-B650-A09F6C6B96F6	Chondrula tridens tridens (O. F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Fiecht, NW Schwaz [Lat: 47.35494624 x Long: 11.69553369]																												
TLM-0792669	4089DB33-5146-4E64-9666-9FB5A4E16E8F	Chondrula tridens tridens (O. F. Müller, 1774)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Agunt [Lat: 46.82695154 x Long: 12.82336235]																												
TLM-0020703	7727FD65-D55F-4B65-AE80-4F4576C848DC	Chondrula tridens tridens (O. F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kranebitten, Kranebitter Klamm [Lat: 47.27685245 x Long: 11.32651538]																												
TLM-0796106	AE45CC96-2BFB-4DD0-8D6F-3CB5C95A3A95	Chondrula tridens tridens (O. F. Müller, 1774)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Hochfinstermünz [Lat: 46.93014715 x Long: 10.52865475]																												
TLM-0903430	743194E1-4941-431F-A6C9-E989548D177A	Chondrula tridens tridens (O. F. Müller, 1774)	Wiedemayr L.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Partull (Navis) [Lat: 47.12088434 x Long: 11.47297204]																												
TLM-0506055	91EAB1F8-67AA-4F08-94D4-FED0E5D7F973	Zebrina detrita (O.F. Müller, 1774)	Hopfinger O.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Burgenland Siegendorf, SE Eisenstadt [Lat: 47.77863852 x Long: 16.54253483]																												
TLM-0090423	83B63444-E6AC-473C-BF2F-713C6BA2E038	Zebrina detrita (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Felbertauernstüberl [Lat: 47.02414552 x Long: 12.52598852]																												
TLM-0808593	E2B5AA21-8095-494B-A949-04D20C02588D	Zebrina detrita (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Matrei i.O., Tauernstüberl [Lat: 47.02414552 x Long: 12.52598852]																												
TLM-0003507	CE6FAB80-B80A-400C-A758-95ABD3FE0D68	Zebrina detrita (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Virgental, Mitteldorf, Fluren [Lat: 46.99891812 x Long: 12.48288006]																												
TLM-0825417	17852C46-43E1-4731-9B78-7E8C4452F941	Zebrina detrita (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Zedlach b. Matrei [Lat: 47.0016803 x Long: 12.49406219]																												
TLM-0849054	B52CCFFE-D29D-45FD-ACB3-23DE2565BB56	Zebrina detrita (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Zedlach b. Matrei O, b. Tuffhöhle [Lat: 47.0016803 x Long: 12.49406219]																												
TLM-0799438	A6B2264B-550A-44AE-BAD1-0E75C50227DE	Zebrina detrita (O.F. Müller, 1774)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Virgen, Ruine Rabenstein [Lat: 47.00915756 x Long: 12.46637106]																												
TLM-0007687	5C815C93-D7CE-4314-B6CC-CB36C22FB8E2	Zebrina detrita (O.F. Müller, 1774)	Stummer A. & B.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Niederösterreich Stift Göttweig, Gem. Furth b. Göttweig [Lat: 48.3665037 x Long: 15.61236254]																												
TLM-0740448	EB2F8202-60C0-4EFB-A739-71D84906E617	Balea perversa (Linnaeus, 1758)	Wiedemayr L.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Pitztal, Jerzens [Lat: 47.1490932 x Long: 10.74556231]																												
TLM-0142028	89B8FCFD-1B4B-49FD-8E3B-C93FD2A8A029	Laciniaria plicata plicata (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck S, Gärberbach [Lat: 47.23077786 x Long: 11.38638228]																												
TLM-0863628	794A0E0F-C328-477A-87A6-65C24D3A0ABB	Laciniaria plicata plicata (Draparnaud, 1801)	Stummer A. & B.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Niederösterreich Ruine Eibenstein, Gem. Raabs an der Thaya, Waldviertel [Lat: 48.84651985 x Long: 15.58167368]																												
TLM-0742099	F5814D55-D3C7-4A79-AADB-EACFCC052522	Laciniaria plicata plicata (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Hohenems, Ruine Alt-Ems [Lat: 47.36351851 x Long: 9.69589323]																												
TLM-0961149	E249C351-2AA9-4EDE-9B92-02C50A45663C	Laciniaria plicata plicata (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Bregenz W, Fußach, NSG [Lat: 47.50462027 x Long: 9.64206934]																												
